timestamp,rpm,temperature,pressure,vibration,load,fuel_flow,altitude,ambient_temperature,state,fault
2026-08-23T18:30:45.004462,4851.5,79.45,4.21,1.89,61.7,12.51,1484.7,21.28,NORMAL,NONE
2026-08-23T18:30:46.004462,4808.0,78.13,4.24,1.86,65.0,12.48,1477.4,22.27,NORMAL,NONE
2026-08-23T18:30:47.004462,4812.8,80.39,4.22,1.98,68.7,12.56,1513.6,21.82,NORMAL,NONE
2026-08-23T18:30:48.004462,4808.7,79.02,4.26,2.02,61.8,12.63,1501.2,22.36,NORMAL,NONE
2026-08-23T18:30:49.004462,4808.6,79.09,4.2,2.03,67.0,12.17,1494.0,21.75,NORMAL,NONE
2026-08-23T18:30:50.004462,4879.2,77.91,4.25,2.09,64.2,12.03,1514.5,21.8,NORMAL,NONE
2026-08-23T18:30:51.004462,4828.7,76.69,4.16,2.19,69.3,12.11,1480.0,21.98,NORMAL,NONE
2026-08-23T18:30:52.004462,4829.1,78.16,4.22,1.85,66.8,12.84,1493.5,21.28,NORMAL,NONE
2026-08-23T18:30:53.004462,4769.6,78.76,4.06,1.99,62.0,12.46,1496.3,22.01,NORMAL,NONE
2026-08-23T18:30:54.004462,4860.0,78.42,4.31,1.98,63.6,12.61,1457.5,21.98,NORMAL,NONE
2026-08-23T18:30:55.004462,4806.4,76.76,4.24,1.92,57.6,12.44,1485.3,21.74,NORMAL,NONE
2026-08-23T18:30:56.004462,4793.9,79.25,4.21,2.0,66.2,11.96,1518.6,21.46,NORMAL,NONE
2026-08-23T18:30:57.004462,4817.6,76.87,4.12,1.94,70.7,12.71,1490.9,21.86,NORMAL,NONE
2026-08-23T18:30:58.004462,4753.9,77.97,4.15,2.11,60.9,12.4,1487.4,21.64,NORMAL,NONE
2026-08-23T18:30:59.004462,4828.4,78.13,4.25,2.18,68.4,12.09,1508.1,21.12,NORMAL,NONE
2026-08-23T18:31:00.004462,4797.4,79.92,4.18,1.94,65.5,12.51,1500.4,21.62,NORMAL,NONE
2026-08-23T18:31:01.004462,4843.3,78.89,4.18,2.05,67.0,12.81,1505.9,22.35,NORMAL,NONE
2026-08-23T18:31:02.004462,4789.5,76.93,4.16,2.15,67.9,12.54,1491.5,22.15,NORMAL,NONE
2026-08-23T18:31:03.004462,4866.5,79.35,4.15,1.99,60.6,12.16,1502.8,22.01,NORMAL,NONE
2026-08-23T18:31:04.004462,4838.6,79.27,4.27,2.2,63.4,12.16,1507.5,23.34,NORMAL,NONE
